OBJECTID,OID_,TAX_ID,Shape_Leng,FRONTFEET,DEPTH,ACRES,FFxDAcres,Shape_Acre,TAX_ID_1,SURA,SEIZB,TNT_NAME,Nhood,Quad,LUCODE,LandUse,Units,AmtDelinqu,TOTINT,YrsDelinqu,StNum,StName,Lvalue,Fvalue,CityTaxabl,STARS,STARC,STAR,YEARB,SALES,PNUMBR,WARD,SBL,CountyTXBL,SchoolTXBL,TOTSYR,TOTONO,INTSYR,INTONO,ACTRST,SENIOR_EXE,VET_EXEMPT
123,0,31150009500000130010000000,1203.22396327,268.67000000,316.99000000,1.96000000,1.95513552,2.04797528,31150009500000130010000000,Y, ,Southside,Southside,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1101,MCBRIDE ST S & JACKSON ST,107900.00000000,234900.00000000,0.00000000,0.00000000,0.00000000, ,1950, ,0958200200,09,095.-13-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
124,0,31150004600000020010000000,5403.92411433,1000.00000000,1731.00000000,39.74000000,39.73829201,41.21406478,31150004600000020010000000,N, ,Eastside,Westcott,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,501,OSTROM AVE,592600.00000000,621700.00000000,0.00000000,0.00000000,0.00000000, ,1934, ,1667001400,16,046.-02-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
125,0,31150004900000100010000000,1712.98696444,330.28000000,526.51000000,3.99000000,3.99209648,3.98971661,31150004900000100010000000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,801-41,CROUSE AVE S & MARSHALL S,5213000.00000000,9100000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1620002200,16,049.-10-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
126,0,31150004200000040020000000,1348.00336210,280.00000000,400.00000000,2.57000000,2.57116621,2.44882830,31150004200000040020000000,N, ,Eastside,Meadowbrook,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,140,KIMBER RD,56000.00000000,56000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1747103500,17,042.-04-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
127,0,31150004900000160120010000,1036.60535477,291.86000000,285.00000000,1.91000000,1.90955234,1.17181020,31150004900000160120010000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,722-48,IRVING AVE REAR,2061000.00000000,21274000.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,1543009101,15,049.-16-12.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
128,0,31150004900000160110000000,1261.72244212,425.00000000,113.00000000,1.10000000,1.10250230,1.84483135,31150004900000160110000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,325,RENWICK AVE,155000.00000000,1871000.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,1575001900,15,049.-16-11.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
129,0,31150004000000040010010000,4474.01960208,1000.21000000,1393.84000000,32.00000000,32.00488307,22.57093925,31150004000000040010010000,N, ,Eastside,Meadowbrook,SE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,4015,GENESEE ST E TO CITY LINE,1300000.00000000,15200000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1731323801,17,040.-04-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
130,0,31150004700000210010020000,1150.40129160,250.00000000,318.00000000,1.83000000,1.82506887,1.87412917,31150004700000210010020000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1308,ADAMS ST E & OSTROM AVE,2450000.00000000,5640000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1601102002,16,047.-21-01.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
131,0,31150004700000080230000000,341.83290872,52.41000000,120.00000000,0.14000000,0.14438017,0.14184934,31150004700000080230000000,N, ,Eastside,Westcott,SE,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,119,DELL ST & COLUMBUS AVE,16250.00000000,109700.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,1722100300,17,047.-08-23.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
132,0,31150004900000060030010000,1209.88865670,318.00000000,270.38000000,1.97000000,1.97384848,1.90106347,31150004900000060030010000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,400,COMSTOCK AVE & MARSHALL S,662000.00000000,6302000.00000000,0.00000000,0.00000000,0.00000000, ,1964, ,1618104102,16,049.-06-03.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
133,0,31150009700000180010000000,205.89687336,76.00000000,69.00000000,0.12000000,0.12038567,0.04529444,31150009700000180010000000,N, ,Westside,Skunk City,NW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,841,WILBUR AVE S & HARBOR BRO,5200.00000000,5200.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0896107200,08,097.-18-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
134,0,31150009700000030300000000,522.00005624,129.00000000,132.00000000,0.39000000,0.39090909,0.39091868,31150009700000030300000000,Y, ,Westside,Near Westside,NW,682,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,228,SHONNARD ST,27400.00000000,147800.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,1082005000,10,097.-03-30.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
135,0,31150004900000060010000000,830.65374114,317.09000000,98.04000000,0.71000000,0.71367088,0.71528772,31150004900000060010000000,N, ,Eastside,University Hill,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,800,WALNUT AVE & ADAMS ST E &,155700.00000000,155700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1694005400,16,049.-06-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
136,0,31150004900000070020000000,499.12771915,84.85000000,165.00000000,0.32000000,0.32140152,0.32075162,31150004900000070020000000,N, ,Eastside,University Hill,SE,613,Schools,12.00000000,0.00000000,0.00000000,0.00000000,200-02,WALNUT PL,64000.00000000,560000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,1694100901,16,049.-07-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
137,0,31150004900000160130000000,2309.91115489,307.04000000,324.00000000,2.28000000,2.28376860,2.06734327,31150004900000160130000000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,149,MONROE ST,826500.00000000,79395000.00000000,0.00000000,0.00000000,0.00000000, ,1965, ,1562001100,15,049.-16-13.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
138,0,31150004900000070060000000,1327.12501123,317.00000000,198.00000000,1.44000000,1.44090909,1.27255297,31150004900000070060000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,701-27,UNIVERSITY AVE,1108000.00000000,26108000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1692002101,16,049.-07-06.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
139,0,31150009600000070040000000,1583.35800300,428.00000000,264.00000000,2.59000000,2.59393939,2.90617667,31150009600000070040000000,Y, ,Southside,Southside,SW,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,626-72,SALINA ST S TO CLINTON ST,1010500.00000000,2800000.00000000,0.00000000,0.00000000,0.00000000, ,1985, ,0979110301,09,096.-07-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
140,0,31150004900000080020000000,393.10351576,81.00000000,115.50000000,0.21000000,0.21477273,0.21490835,31150004900000080020000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,700,UNIVERSITY AVE & ADAMS ST,234000.00000000,1920000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1692002700,16,049.-08-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
141,0,31150009800100010050000000,457.58379965,221.85000000,107.34000000,0.55000000,0.54667996,0.31002450,31150009800100010050000000,N, ,Westside, ,NW,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,199,SALISBURY RD,31300.00000000,80200.00000000,0.00000000,0.00000000,0.00000000, ,1992, ,0879000100,08,098.1-01-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
142,0,31150009600000130050000000,1786.54694795,568.30000000,264.00000000,3.44000000,3.44424242,3.00081370,31150009600000130050000000,Y, ,Westside,Near Westside,NW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,108,SHONNARD ST & NIAGARA ST,165000.00000000,5205300.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1082001701,10,096.-13-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
143,0,31150004000000050260000000,3297.92661139,25.00000000,1403.00000000,0.81000000,0.80521120,0.92478297,31150004000000050260000000,N, ,Eastside,Meadowbrook,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,97,DEWITT RD,34500.00000000,34500.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1722400000,17,040.-05-26.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
144,0,31150004200000040010000000,6763.08294251,1618.45000000,929.26000000,34.53000000,34.52619024,48.04494921,31150004200000040010000000,N, ,Eastside,Meadowbrook,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1850,MEADOWBROOK DR & KIMBER R,2496900.00000000,17481700.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1760010600,17,042.-04-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
145,0,31150004900000110050000000,429.01101317,82.50000000,132.00000000,0.25000000,0.25000000,0.25001263,31150004900000110050000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,310,WALNUT PL & WAVERLY AVE,108900.00000000,415000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1694101800,16,049.-11-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
146,0,31150004000000010050000000,513.18931233,55.00000000,170.00000000,0.21000000,0.21464646,0.24042664,31150004000000010050000000,N, ,Eastside,Meadowbrook,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,3630,GENESEE ST E & DEWITT RD,19350.00000000,19350.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1731320700,17,040.-01-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
147,0,31150004600000180010000000,1389.80584578,338.84000000,361.15000000,2.81000000,2.80927608,2.75902578,31150004600000180010000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,611,COMSTOCK AVE & UNIVERSITY,1220000.00000000,24040000.00000000,0.00000000,0.00000000,0.00000000, ,1961, ,1618105800,16,046.-18-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
148,0,31150004900000160070010000,1373.88935005,365.04000000,277.00000000,2.32000000,2.32130579,1.76186293,31150004900000160070010000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,722-48,IRVING AVE,1468600.00000000,44540000.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,1543009001,15,049.-16-07.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
149,0,31150004900000130020000000,1701.26947420,483.63000000,83.50000000,0.93000000,0.92706853,2.93158424,31150004900000130020000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,306-12,WAVERLY AVE & COMSTOCK AV,194600.00000000,2394000.00000000,0.00000000,0.00000000,0.00000000, ,1954, ,1694402300,16,049.-13-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
150,0,31150004900000130050000000,1167.18958279,250.67000000,333.00000000,1.92000000,1.91627893,1.91597182,31150004900000130050000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,222,WAVERLY AVE TO UNIVERSITY,443200.00000000,20065000.00000000,0.00000000,0.00000000,0.00000000, ,1972, ,1694401900,16,049.-13-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
151,0,31150004900000130060010000,1387.26011676,213.00000000,323.00000000,1.58000000,1.57940771,2.00144774,31150004900000130060010000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,200-04,WAVERLY AVE & UNIVERSITY,459400.00000000,12305200.00000000,0.00000000,0.00000000,0.00000000, ,1905, ,1694401601,16,049.-13-06.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
152,0,31150004900000140010000000,1250.71580955,292.00000000,333.00000000,2.23000000,2.23223140,2.23511533,31150004900000140010000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,217,UNIVERSITY PL TO WAVERLY,1944000.00000000,9554400.00000000,0.00000000,0.00000000,0.00000000, ,1972, ,1692101000,16,049.-14-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
153,0,31150009500000030010010000,1582.29407975,495.63000000,295.37000000,3.36000000,3.36074915,3.36182572,31150009500000030010010000,N, ,Downtown,Downtown,SE,514,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,800,STATE ST S & HARRISON ST,2140700.00000000,40000000.00000000,0.00000000,0.00000000,0.00000000, ,1992, ,1586004702,15,095.-03-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
154,0,31150009600000060020000000,1088.41740372,381.00000000,114.21000000,1.00000000,0.99894421,1.43299161,31150009600000060020000000,N, ,Downtown,Downtown,SE,841,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,599,SALINA ST S & ADAMS ST E,914000.00000000,4860000.00000000,0.00000000,0.00000000,0.00000000, ,2012, ,0979107901,09,096.-06-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
155,0,31150004800000210120000000,391.79720738,63.77000000,132.69000000,0.19000000,0.19425256,0.19254360,31150004800000210120000000,N, ,Eastside,University Hill,SE,613,Schools,33.00000000,0.00000000,0.00000000,0.00000000,619,WALNUT AVE & HARRISON ST,33500.00000000,1001000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1694003400,16,048.-21-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
156,0,31150009600000020170000000,379.94993452,34.94000000,132.00000000,0.11000000,0.10587879,0.11577159,31150009600000020170000000,Y, ,Westside,Near Westside,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,170,SEYMOUR ST,22400.00000000,77200.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1081001701,10,096.-02-17.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
157,0,31150004700000140160000000,667.52384177,276.00000000,103.50000000,0.66000000,0.65578512,0.47553121,31150004700000140160000000,N, ,Eastside,Westcott,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,505,BEECH ST S,30700.00000000,30700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1707200200,17,047.-14-16.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
158,0,31150010100000210030000000,1051.44776807,425.63000000,116.70000000,1.14000000,1.14028974,1.09752197,31150010100000210030000000,Y, ,Westside,Near Westside,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,120,GIFFORD ST,114600.00000000,458700.00000000,0.00000000,0.00000000,0.00000000, ,1977, ,0832000200,08,101.-21-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
159,0,31150004900000050030000000,650.46464921,162.90000000,144.44000000,0.54000000,0.54015785,0.46775686,31150004900000050030000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,324,COMSTOCK AVE,80300.00000000,80300.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1618103500,16,049.-05-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
160,0,31150004900000040040020000,466.25777861,83.60000000,150.00000000,0.29000000,0.28787879,0.28625838,31150004900000040040020000,N, ,Eastside,University Hill,SE,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,102,WALNUT PL & HARRISON ST,230000.00000000,1684000.00000000,0.00000000,0.00000000,0.00000000, ,2003, ,1694100205,16,049.-04-04.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
161,0,31150009800200010040000000,1495.93008904,420.00000000,325.00000000,3.13000000,3.13360882,3.14591001,31150009800200010040000000,N, ,Westside,Tipp Hill,NW,614,Schools,0.00000000,0.00000000,0.00000000,0.00000000,600,WILBUR AVE S,188000.00000000,1380000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,0896106001,08,098.2-01-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
162,0,31150010100000200010000000,897.32397148,267.00000000,221.09000000,1.36000000,1.35516598,1.01862019,31150010100000200010000000,Y, ,Westside,Near Westside,NW,546,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,122-24,DICKERSON ST TO FABIUS ST,119500.00000000,758300.00000000,0.00000000,0.00000000,0.00000000, ,1991, ,0822200301,08,101.-20-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
163,0,31150004900000010010000000,1158.15319596,0.00000000,0.00000000,1.11000000,0.00000000,1.10994153,31150004900000010010000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,701-809,ADAMS ST E REAR,363300.00000000,3610000.00000000,0.00000000,0.00000000,0.00000000, ,1968, ,1501002600,15,049.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
164,0,31150009700000020130010000,990.65550709,231.00000000,264.00000000,1.40000000,1.40000000,1.00133898,31150009700000020130010000,Y, ,Westside,Near Westside,NW,681,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,405,GIFFORD ST & NIAGARA ST,72900.00000000,640000.00000000,0.00000000,0.00000000,0.00000000, ,1963, ,1032002902,10,097.-02-13.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
165,0,31150003700000190200000000,1681.99394135,577.00000000,577.00000000,7.64000000,7.64299816,3.49672138,31150003700000190200000000,N, ,Eastside,Westcott,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,157,FELLOWS AVE & HARVARD PL,457000.00000000,5290000.00000000,0.00000000,0.00000000,0.00000000, ,1920, ,1727201200,17,037.-19-20.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
166,0,31150004900000020020000000,986.99366554,192.98000000,240.98000000,1.07000000,1.06759230,1.25718872,31150004900000020020000000,N, ,Eastside,University Hill,SE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,603,IRVING AVE TO CROUSE AVE,2190000.00000000,11792000.00000000,0.00000000,0.00000000,0.00000000, ,1971, ,1543006400,15,049.-02-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
167,0,31150009600000030010010000,1468.84101830,553.45000000,165.12000000,2.10000000,2.09792617,1.83373821,31150009600000030010010000,Y, ,Westside,Near Westside,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,155,GIFFORD ST TO ONONDAGA ST,361800.00000000,2392000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1032000402,10,096.-03-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
168,0,31150010200000070020000000,741.40053247,110.70000000,260.00000000,0.66000000,0.66074380,0.66076061,31150010200000070020000000,N, ,Downtown,Downtown,SE,681,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,727,STATE ST S,572000.00000000,4874500.00000000,0.00000000,0.00000000,0.00000000, ,1968, ,1586003200,15,102.-07-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
169,0,31150010000000130350000000,595.71183480,88.12000000,227.32000000,0.46000000,0.45985855,0.40251686,31150010000000130350000000,Y, ,Westside,Near Westside,NW,682,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,307-11,GEDDES ST S,45900.00000000,350000.00000000,0.00000000,0.00000000,0.00000000, ,1977, ,0831002200,08,100.-13-35.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
170,0,31150009900000030070000000,3419.66475243,861.93000000,541.95000000,10.72000000,10.72366767,14.48001051,31150009900000030070000000,N, ,Westside,Tipp Hill,NW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,316-518,GEDDES ST S & SEYMOUR ST,765600.00000000,15007000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,0831002600,08,099.-03-07.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
171,0,31150004900000040040040000,458.01322426,80.00000000,150.00000000,0.28000000,0.27548209,0.27205320,31150004900000040040040000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,106,WALNUT PL,58700.00000000,625000.00000000,0.00000000,0.00000000,0.00000000, ,1985, ,1694100405,16,049.-04-04.4,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
172,0,31150004900000010020000000,4644.42232710,1101.00000000,490.00000000,12.38000000,12.38498623,11.28985888,31150004900000010020000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,701-809,ADAMS ST E & ALMOND ST &,1833400.00000000,44580000.00000000,0.00000000,0.00000000,0.00000000, ,1976, ,1501002500,15,049.-01-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
173,0,31150004700000090180000000,1637.15115067,513.06000000,192.00000000,2.26000000,2.26142149,2.00801389,31150004700000090180000000,N, ,Eastside,Westcott,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,215,BASSETT ST & HAWTHORNE ST,134200.00000000,1720000.00000000,0.00000000,0.00000000,0.00000000, ,1955, ,1706102500,17,047.-09-18.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
174,0,31150009800200010010010000,11794.46287000,2811.33000000,2270.00000000,146.50000000,146.50411157,81.56689082,31150009800200010010010000,N, ,Westside,Tipp Hill,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,235,COLERIDGE AVE & AVERY AVE,10545400.00000000,12166000.00000000,0.00000000,0.00000000,0.00000000, ,1978, ,0818200806,08,098.2-01-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
175,0,31150010100000050130000000,882.16996368,37.50000000,41.10000000,0.04000000,0.03538223,0.54729191,31150010100000050130000000,N, ,Downtown,Downtown,NW,511,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,362-64,SALINA ST S TO JEFFERSON,954300.00000000,8642100.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,0979104700,09,101.-05-13.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
176,0,31150010200000110010000000,1265.66480787,287.35000000,358.98000000,2.37000000,2.36806481,2.27977926,31150010200000110010000000,N, ,Downtown,Downtown,SE,514,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,200,MADISON ST & STATE ST S &,2054900.00000000,6287300.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,1555000400,15,102.-11-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
177,0,31150004800000140030010000,758.40716096,125.41000000,217.79000000,0.63000000,0.62702121,0.72454124,31150004800000140030010000,N, ,Eastside,University Hill,SE,511,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,820-24,GENESEE ST E & IRVING AVE,275000.00000000,1572000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1531007801,15,048.-14-03.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
178,0,31150011000000060320000000,165.96953878,23.00000000,60.00000000,0.03000000,0.03168044,0.03167320,31150011000000060320000000,N, ,Westside,Tipp Hill,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,432,TOMPKINS ST & MILTON AVE,5500.00000000,5500.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,0891005800,08,110.-06-32.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
179,0,31150010200000100010000000,1010.81390289,214.50000000,286.62000000,1.41000000,1.41138636,1.43718500,31150010200000100010000000,N, ,Downtown,Downtown,SE,652,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,401,MONTGOMERY ST TO STATE ST,932400.00000000,6520000.00000000,0.00000000,0.00000000,0.00000000, ,1900, ,1562100900,15,102.-10-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
180,0,31150003800000160310000000,7476.69361601,1331.41000000,1409.98000000,43.10000000,43.09599338,40.02451452,31150003800000160310000000,N, ,Eastside,Meadowbrook,SE,614,Schools,0.00000000,0.00000000,0.00000000,0.00000000,960,SALT SPRINGS RD,577200.00000000,5645000.00000000,272000.00000000,272000.00000000,272000.00000000, ,1997, ,1779110101,17,038.-16-31.0,272000.00000000,272000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
181,0,31150010200000020080000000,704.04304439,198.00000000,112.25000000,0.51000000,0.51022727,0.62918582,31150010200000020080000000,N, ,Downtown,Downtown,SE,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,335,MONTGOMERY ST & JEFFERSON,170000.00000000,2210000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1562100800,15,102.-02-08.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
182,0,31150010200000140150000000,298.45147553,0.00000000,0.00000000,0.00000000,0.00000000,0.16189917,31150010200000140150000000,N, ,Downtown,Downtown,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,360,MONTGOMERY ST & JEFFERSON,100.00000000,390000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0962000900,09,102.-14-15.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
183,0,31150004800000110050000000,1350.44523485,132.65000000,61.94000000,0.19000000,0.18862124,0.99997784,31150004800000110050000000,Y, ,Eastside,University Hill,SE,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1116,GENESEE ST E TO WALNUT AV,214200.00000000,778000.00000000,0.00000000,0.00000000,0.00000000, ,1965, ,1631001800,16,048.-11-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
